10065,2016023,6800,48
10066,2018018,8500,12
10066,2015095,5600,24
10067,2018019,5800,36
10067,2015092,5300,36
10067,2014011,7400,48
10068,2018017,9400,12
10068,2015096,4900,36
10068,2014013,4000,36
10068,2015012,8300,12
10069,2018020,4200,12
10069,2016001,7300,48
10069,2014010,7300,12
10070,2018021,9900,36
10070,2016002,4500,48
10070,2014014,8900,24
10070,2015037,9400,24
10070,2014024,5200,12
10071,2018025,9400,12
10071,2016008,9300,12
10071,2014015,9000,24
10072,2018022,8700,24
10072,2016009,6800,24
10072,2014016,8300,24
10072,2015084,9000,24
10072,2014026,4000,12
10072,2016018,5700,24
10073,2018047,4300,24
10073,2016010,5300,24
10074,2018048,9100,12
10074,2015091,5500,48
10074,2014009,5800,48
10074,2015071,8200,48
10075,2018049,8300,36
10075,2016011,5400,36
10075,2014017,9400,36
10076,2018050,7200,12
10076,2016012,5700,24
10076,2014008,5600,12
10076,2015085,6900,36
10076,2014028,5900,36
10076,2016020,9500,36
